1,2
1,0
2,1,1
2,-0.5773502691896258,0.5773502691896258
3,0.5555555555555556,0.8888888888888888,0.5555555555555556
3,-0.7745966692414834,0,0.7745966692414834
4,0.3478548451374538,0.6521451548625461,0.6521451548625461,0.3478548451374538
4,-0.8611363115940526,-0.3399810435848563,0.3399810435848563,0.8611363115940526
5,0.2369268850561891,0.4786286704993665,0.5688888888888889,0.4786286704993665,0.2369268850561891
5,-0.9061798459386640,-0.5384693101056831,0,0.5384693101056831,0.9061798459386640
